84,65,2480
84,66,2
84,67,48
84,69,1297
84,70,2
84,72,1220
84,73,894
84,74,40
84,75,14
84,76,15
84,79,1611
84,82,1630
84,83,373
84,85,870
84,86,21
84,87,114
84,89,147
84,90,55
77,32,1
77,39,1
77,65,8268
77,66,77
77,67,1844
77,68,2
77,69,2693
77,71,13
77,72,15
77,73,2576
77,74,7
77,75,13
77,76,39
77,77,5
77,78,11
77,79,3421
77,80,11
77,82,68
77,83,18
77,84,5
77,85,1880
77,86,4
77,87,35
77,89,181
77,90,5
87,65,1890
87,67,1
87,68,1
87,69,1666
87,72,308
87,73,1897
87,74,1
87,76,22
87,78,3
87,79,1006
87,82,97
87,83,1
87,85,186
87,89,178
87,90,1
90,65,1563
90,66,35
90,68,38
90,69,793
90,71,20
90,72,83
90,73,734
90,76,47
90,77,19
90,78,5
90,79,386
90,82,15
90,83,17
90,85,416
90,86,16
90,87,103
90,89,71
90,90,2
78,32,1
78,65,2163
78,67,8
78,68,77
78,69,1385
78,70,6
78,71,128
78,72,7
78,73,1100
78,74,40
78,75,43
78,76,2
78,77,2
78,78,32
78,79,1081
78,82,1
78,83,20
78,84,32
78,85,314
78,87,182
67,32,3
67,65,3798
67,68,1
67,69,619
67,72,3782
67,73,764
67,75,1
67,76,579
67,77,7
67,78,2
67,79,2834
67,80,1
67,82,944
67,83,47
67,85,743
67,86,26
67,87,12
67,89,76
67,90,174
78,89,168
78,90,20
66,65,5346
66,66,1
66,68,4
66,69,3935
66,71,1
66,72,409
66,73,1568
66,74,53
66,76,990
66,79,3606
66,82,2941
66,83,8
66,84,1
66,85,2281
66,87,3
66,89,147
66,90,10
72,32,2
72,39,1
72,65,4221
72,66,1
72,68,4
72,69,2540
72,70,1
72,73,979
72,74,21
72,76,43
72,77,10
72,78,21
72,79,2437
72,82,150
72,83,27
72,84,13
72,85,1130
72,86,8
72,87,14
72,89,128
69,39,1
69,65,190
69,66,180
69,67,169
69,68,269
69,69,14
69,70,71
69,71,198
69,72,129
69,73,376
69,74,30
69,75,151
69,76,1287
69,77,274
69,78,479
69,79,9
69,80,85
69,81,5
69,82,442
69,83,634
69,84,154
69,85,74
69,86,162
69,87,54
69,88,37
69,89,65
69,90,137
70,32,1
70,65,1928
70,69,1370
70,70,1
70,71,1
70,72,1
70,73,1067
70,74,10
70,75,1
70,76,612
70,79,1106
70,82,1495
70,84,4
70,85,569
70,89,24
75,32,2
75,46,1
75,65,4966
75,67,3
75,69,1645
75,70,4
75,71,1
75,72,963
75,73,1617
75,74,30
75,76,1037
75,77,17
75,78,394
75,79,3725
75,80,12
75,82,1819
75,83,24
75,84,5
75,85,1862
75,86,48
81,65,80
81,69,1
81,72,1
81,73,11
81,78,1
81,79,4
81,84,1
81,85,546
81,86,1
75,87,125
75,89,111
68,32,106
68,39,109
68,65,2393
68,66,4
68,67,3
68,68,1
68,69,4180
68,71,1
68,72,252
68,73,1766
68,74,79
68,76,27
68,77,13
68,78,3
68,79,1933
68,82,815
68,83,8
68,85,1469
68,86,29
68,87,60
85,39,1
85,65,2
85,66,56
85,67,42
85,68,131
85,69,39
85,70,23
85,71,75
85,72,53
85,73,9
85,74,16
85,75,71
85,76,152
85,77,135
85,78,180
85,79,5
85,80,77
85,81,2
85,82,270
85,83,131
68,89,163
68,90,125
85,84,85
85,85,2
85,86,10
85,87,21
85,88,1
85,89,36
85,90,63
86,32,2
86,65,2593
86,68,1
86,69,1379
86,71,1
86,73,1307
86,76,82
86,78,2
86,79,873
86,82,106
86,85,159
86,87,1
86,89,39
80,32,2
80,65,4024
80,67,1
80,69,2495
80,70,120
80,72,278
80,73,1602
80,74,3
80,76,615
80,78,3
80,79,2226
80,80,1
80,82,1510
80,83,40
80,84,13
80,85,810
80,89,127
74,39,1
74,65,1911
74,66,5
74,68,1
74,69,660
74,71,1
74,72,44
74,73,192
74,74,1
74,77,1
74,78,5
74,79,663
74,82,3
74,84,1
74,85,544
74,87,8
74,89,13
82,65,3248
82,69,2177
82,72,129
82,73,1386
82,74,1
82,75,2
82,77,1
82,79,2702
82,82,1
82,85,1181
82,87,1
82,89,245
82,90,23
65,32,2
65,65,83
65,66,1233
65,67,283
65,68,724
65,69,36
65,70,174
65,71,512
65,72,210
65,73,190
65,74,119
65,75,530
65,76,2828
65,77,814
65,78,1544
65,79,23
65,80,267
65,81,27
65,82,1592
65,83,803
65,84,401
65,85,362
65,86,271
65,87,100
65,88,49
65,89,234
65,90,248
89,39,1
89,65,950
89,66,6
89,67,2
89,68,3
89,69,481
89,71,1
89,72,4
89,73,74
89,75,2
89,76,7
89,77,5
89,78,12
89,79,453
89,80,3
89,82,7
89,83,16
89,84,7
89,85,287
89,86,3
88,65,14
88,69,14
88,72,4
88,73,24
88,79,2
88,85,7
88,89,4
89,87,1
89,90,3
71,32,1
71,39,1
71,65,2863
71,66,29
71,67,1
71,68,3
71,69,1657
71,70,2
71,72,580
71,73,1378
71,74,32
71,75,3
71,76,560
71,77,13
71,78,63
71,79,2419
71,82,2472
71,83,9
71,85,1653
71,86,10
71,87,44
71,89,65
71,90,2
73,65,156
73,66,85
73,67,51
73,68,95
73,69,31
73,70,39
73,71,126
73,72,51
73,73,6
73,74,19
73,75,98
73,76,201
73,77,190
73,78,450
73,79,84
73,80,21
73,81,3
73,82,157
73,83,365
73,84,93
46,77,1
79,32,129
79,39,120
79,42,1
79,46,1
79,65,39
79,66,399
79,67,131
79,68,294
79,69,104
79,70,95
79,71,301
79,72,170
79,73,23
79,74,71
79,75,356
79,76,723
79,77,220
79,78,430
79,79,31
79,80,180
73,85,22
73,86,88
73,87,70
73,88,2
73,89,26
73,90,91
79,81,9
79,82,684
79,83,592
79,84,224
79,85,133
79,86,132
79,87,71
79,88,26
79,89,91
79,90,140
76,32,5
76,39,7
76,65,3687
76,69,2525
76,72,17
76,73,1897
76,74,14
76,76,79
76,78,1
76,79,1760
76,84,1
76,85,1192
76,86,4
76,87,5
76,89,200
83,32,1
83,65,4684
83,66,34
83,67,3745
83,68,5
83,69,2378
83,70,20
83,71,18
83,72,3666
83,73,2132
83,74,20
83,75,702
83,76,559
83,77,482
83,78,175
83,79,1825
83,80,1115
83,81,27
83,82,195
83,83,10
83,84,3966
83,85,1592
83,86,114
83,87,572
83,89,228
83,90,418
