65,65,M,46
65,66,M,85
65,67,M,14
65,68,M,89
65,69,M,8
65,70,M,5
65,71,M,9
65,72,M,22
65,73,M,25
65,74,M,8
65,75,M,27
65,76,M,221
65,77,M,87
65,78,M,164
65,80,M,6
65,81,M,3
65,82,M,187
65,83,M,71
65,84,M,29
65,85,M,54
65,86,M,48
65,87,M,4
65,88,M,9
65,89,M,35
65,90,M,27
66,65,M,93
66,66,M,1
66,69,M,114
66,72,M,3
66,73,M,28
66,74,M,2
66,76,M,30
66,79,M,49
66,82,M,237
66,85,M,48
66,89,M,6
67,65,M,236
67,69,M,27
67,72,M,190
67,73,M,16
67,74,M,1
67,76,M,89
67,79,M,160
67,82,M,51
67,85,M,20
67,89,M,13
68,65,M,352
68,69,M,317
68,72,M,7
68,73,M,72
68,74,M,6
68,77,M,10
68,79,M,130
68,81,M,1
68,82,M,32
68,83,M,1
68,85,M,45
68,86,M,3
68,87,M,7
68,89,M,15
69,65,M,24
69,66,M,12
69,67,M,1
69,68,M,62
69,69,M,3
69,70,M,8
69,71,M,7
69,72,M,5
69,73,M,18
69,74,M,1
69,75,M,2
69,76,M,150
69,77,M,51
69,78,M,23
69,79,M,1
69,80,M,8
69,81,M,1
69,82,M,62
69,83,M,47
69,84,M,19
69,85,M,25
69,86,M,31
69,87,M,4
69,88,M,5
69,89,M,9
69,90,M,15
70,65,M,56
70,69,M,38
70,73,M,39
70,76,M,19
70,79,M,16
70,82,M,56
70,85,M,10
70,89,M,1
71,65,M,108
71,69,M,80
71,72,M,1
71,73,M,57
71,74,M,1
71,76,M,22
71,79,M,28
71,82,M,64
71,85,M,47
71,87,M,1
71,89,M,1
72,65,M,224
72,69,M,91
72,73,M,43
72,74,M,1
72,79,M,59
72,82,M,5
72,85,M,48
72,89,M,7
73,65,M,5
73,66,M,6
73,67,M,4
73,68,M,7
73,71,M,6
73,72,M,2
73,75,M,10
73,76,M,12
73,77,M,11
73,78,M,20
73,79,M,3
73,82,M,19
73,83,M,62
73,84,M,9
73,86,M,15
73,87,M,2
73,89,M,1
73,90,M,32
74,65,M,613
74,66,M,1
74,67,M,2
74,68,M,3
74,69,M,203
74,71,M,1
74,72,M,15
74,73,M,36
74,74,M,2
74,75,M,1
74,77,M,1
74,79,M,260
74,81,M,1
74,82,M,4
74,83,M,4
74,84,M,1
74,85,M,91
74,86,M,1
74,89,M,6
75,65,M,351
75,67,M,1
75,69,M,248
75,72,M,57
75,73,M,84
75,74,M,1
75,76,M,10
75,78,M,6
75,79,M,81
75,82,M,44
75,83,M,1
75,85,M,22
75,86,M,1
75,87,M,12
75,89,M,53
76,65,M,191
76,67,M,1
76,69,M,150
76,73,M,68
76,76,M,5
76,79,M,87
76,85,M,67
76,89,M,28
77,65,M,498
77,67,M,14
77,68,M,1
77,69,M,83
77,72,M,1
77,73,M,122
77,74,M,1
77,79,M,100
77,85,M,38
77,89,M,19
78,65,M,142
78,68,M,1
78,69,M,61
78,71,M,4
78,72,M,2
78,73,M,105
78,75,M,1
78,78,M,1
78,79,M,55
78,85,M,8
78,89,M,17
79,65,M,8
79,66,M,12
79,67,M,10
79,68,M,15
79,71,M,1
79,72,M,1
79,73,M,2
79,74,M,2
79,75,M,3
79,76,M,45
79,77,M,17
79,78,M,12
79,80,M,3
79,82,M,48
79,83,M,36
79,84,M,17
79,85,M,3
79,86,M,11
79,87,M,4
79,90,M,9
80,65,M,90
80,69,M,47
80,72,M,32
80,73,M,20
80,76,M,7
80,79,M,12
80,82,M,44
80,85,M,4
81,65,M,4
81,85,M,77
82,65,M,240
82,69,M,115
82,72,M,15
82,73,M,82
82,74,M,2
82,79,M,200
82,85,M,52
82,89,M,35
83,65,M,206
83,67,M,9
83,69,M,91
83,72,M,258
83,73,M,61
83,75,M,8
83,76,M,7
83,77,M,2
83,78,M,2
83,79,M,45
83,80,M,7
83,82,M,6
83,84,M,73
83,85,M,46
83,86,M,1
83,87,M,3
83,89,M,21
83,90,M,1
84,65,M,208
84,69,M,89
84,72,M,65
84,73,M,52
84,74,M,1
84,76,M,1
84,79,M,84
84,82,M,156
84,83,M,5
84,85,M,16
84,89,M,99
84,90,M,1
85,66,M,1
85,67,M,1
85,68,M,2
85,69,M,1
85,71,M,2
85,76,M,12
85,77,M,4
85,78,M,9
85,82,M,12
85,83,M,5
85,84,M,1
85,86,M,1
85,87,M,1
85,90,M,5
86,65,M,56
86,69,M,45
86,73,M,85
86,76,M,3
86,79,M,12
86,82,M,1
86,85,M,3
86,89,M,1
87,65,M,61
87,69,M,37
87,72,M,8
87,73,M,70
87,76,M,1
87,77,M,1
87,79,M,18
87,82,M,3
87,89,M,11
88,65,M,19
88,69,M,1
88,73,M,4
88,85,M,1
88,90,M,6
89,65,M,79
89,69,M,25
89,71,M,1
89,72,M,1
89,73,M,20
89,78,M,1
89,79,M,69
89,83,M,4
89,85,M,36
89,86,M,5
90,65,M,125
90,69,M,32
90,72,M,2
90,73,M,21
90,76,M,1
90,79,M,11
90,85,M,5
90,86,M,1
90,89,M,25
65,65,F,65
65,66,F,60
65,67,F,5
65,68,F,174
65,69,F,15
65,70,F,14
65,71,F,13
65,72,F,23
65,73,F,105
65,74,F,14
65,75,F,34
65,76,F,473
65,77,F,200
65,78,F,488
65,79,F,4
65,80,F,14
65,81,F,6
65,82,F,297
65,83,F,105
65,84,F,29
65,85,F,88
65,86,F,88
65,87,F,2
65,89,F,69
65,90,F,44
66,65,F,82
66,69,F,195
66,71,F,1
66,72,F,1
66,73,F,38
66,76,F,50
66,79,F,29
66,82,F,358
66,85,F,19
66,89,F,2
67,65,F,395
67,69,F,63
67,72,F,402
67,73,F,54
67,76,F,113
67,79,F,157
67,82,F,49
67,85,F,10
67,89,F,44
67,90,F,1
68,65,F,395
68,69,F,396
68,72,F,10
68,73,F,79
68,74,F,3
68,76,F,2
68,78,F,2
68,79,F,151
68,82,F,18
68,85,F,18
68,86,F,1
68,87,F,4
68,89,F,19
69,65,F,27
69,66,F,12
69,67,F,1
69,68,F,43
69,69,F,2
69,70,F,3
69,71,F,2
69,72,F,1
69,73,F,17
69,75,F,5
69,76,F,277
69,77,F,141
69,78,F,30
69,79,F,2
69,80,F,3
69,81,F,1
69,82,F,67
69,83,F,56
69,84,F,25
69,85,F,32
69,86,F,94
69,87,F,2
69,88,F,2
69,89,F,4
69,90,F,14
70,65,F,90
70,69,F,42
70,73,F,22
70,76,F,45
70,79,F,15
70,82,F,76
70,85,F,10
70,89,F,1
71,65,F,83
71,69,F,129
71,72,F,3
71,73,F,76
71,76,F,44
71,79,F,16
71,82,F,72
71,85,F,33
71,87,F,19
71,89,F,4
72,65,F,218
72,69,F,89
72,73,F,51
72,74,F,1
72,76,F,1
72,79,F,38
72,82,F,1
