78,82,4
78,83,71
78,84,5
78,85,175
78,86,1
78,87,28
78,89,127
79,32,175
79,38,1
79,39,175
79,45,14
79,46,1
79,51,1
79,55,1
79,65,175
79,66,175
79,67,175
79,68,175
79,69,81
79,70,172
79,71,175
79,72,175
79,73,83
79,74,47
79,75,175
79,76,175
79,77,175
79,78,175
79,79,64
79,80,175
79,81,16
79,82,175
79,83,175
79,84,175
79,85,175
79,86,175
79,87,175
79,88,175
79,89,69
79,90,119
80,32,175
80,38,5
80,45,15
80,50,1
80,51,1
80,53,2
80,54,3
80,55,3
80,56,1
80,57,2
80,65,175
80,67,7
80,68,3
80,69,175
80,70,109
80,71,6
80,72,175
80,73,175
80,74,3
80,75,2
80,76,175
80,77,3
80,78,5
80,79,175
80,80,8
80,81,1
80,82,175
80,83,14
80,84,21
80,85,175
80,86,156
80,87,4
80,89,163
80,90,3
81,32,27
81,45,3
81,49,3
81,50,1
81,53,1
81,55,2
81,65,12
81,66,2
81,67,1
81,73,3
81,76,1
81,77,3
81,79,2
81,81,1
81,82,1
81,83,1
81,84,1
81,85,175
81,86,1
81,87,3
81,89,1
82,32,175
82,38,9
82,45,11
82,46,1
82,49,1
82,50,2
82,52,2
82,53,2
82,54,1
82,55,1
82,65,175
82,66,4
82,67,5
82,68,5
82,69,175
82,70,1
82,71,3
82,72,175
82,73,175
82,74,3
82,75,5
82,76,5
82,77,3
82,78,1
82,79,175
82,80,2
82,82,8
82,83,3
82,84,11
82,85,175
82,86,1
82,87,5
82,89,175
82,90,2
83,32,175
83,38,11
83,39,1
83,45,19
83,47,1
83,49,9
83,50,4
83,51,22
83,52,38
83,53,4
83,54,8
83,55,5
83,65,175
83,66,10
83,67,175
83,68,3
83,69,175
83,70,4
83,71,65
83,72,175
83,73,175
83,74,12
83,75,175
83,76,175
83,77,175
83,78,175
83,79,175
83,80,175
83,81,175
83,82,44
83,83,6
83,84,175
83,85,175
83,86,42
83,87,175
83,89,175
83,90,36
84,32,175
84,38,9
84,39,1
84,45,38
84,51,6
84,53,7
84,54,3
84,55,1
84,56,1
84,57,2
84,65,175
84,66,3
84,67,22
84,68,4
84,69,175
84,71,1
84,72,175
84,73,175
84,74,7
84,75,5
84,76,11
84,77,6
84,78,11
84,79,175
84,80,7
84,82,175
84,83,91
84,84,4
84,85,175
84,86,8
84,87,175
84,88,2
84,89,175
84,90,5
85,32,68
85,45,6
85,49,2
85,50,2
85,52,1
85,65,40
85,66,18
85,67,22
85,68,24
85,69,11
85,70,16
85,71,21
85,72,54
85,73,18
85,74,2
85,75,26
85,76,175
85,77,113
85,78,175
85,79,5
85,80,175
85,81,1
85,82,175
85,83,138
85,84,130
85,85,4
85,86,17
85,87,17
85,88,6
85,89,3
85,90,14
86,32,121
86,38,2
86,39,1
86,45,20
86,49,2
86,50,1
86,51,1
86,52,2
86,65,175
86,67,2
86,68,2
86,69,175
86,70,6
86,72,4
86,73,175
86,74,2
86,75,1
86,76,33
86,77,1
86,79,175
86,80,2
86,82,39
86,83,2
86,84,1
86,85,64
86,86,1
86,89,14
87,32,175
87,38,1
87,45,5
87,48,5
87,49,6
87,50,4
87,51,5
87,52,7
87,53,4
87,57,1
87,65,175
87,66,2
87,67,7
87,68,1
87,69,175
87,70,1
87,71,3
87,72,175
87,73,175
87,74,3
87,75,8
87,76,7
87,77,6
87,78,3
87,79,175
87,80,2
87,81,1
87,82,175
87,83,4
87,84,8
87,85,150
87,87,7
87,89,175
88,32,21
88,45,7
88,52,1
88,65,28
88,67,5
88,69,24
88,72,1
88,73,14
88,75,1
88,77,4
88,79,1
88,80,1
88,82,1
88,84,2
88,85,3
88,88,1
88,89,9
89,32,37
89,45,6
89,49,1
89,51,1
89,53,1
89,54,1
89,55,1
89,65,175
89,66,5
89,68,5
89,69,175
89,71,5
89,72,1
89,73,19
89,76,7
89,77,5
89,78,6
89,79,175
89,80,7
89,81,1
89,82,5
89,83,12
89,84,4
89,85,175
89,86,17
89,87,3
89,88,1
89,90,3
90,32,38
90,45,5
90,49,2
90,50,1
90,54,1
90,65,175
90,66,7
90,68,8
90,69,175
90,71,1
90,72,8
90,73,175
90,76,9
90,77,2
90,79,175
90,82,2
90,83,3
90,85,175
90,86,2
90,87,33
90,89,22
90,90,1
