NE,68134,N 90th,78,32,57,St,Omaha,96,1
NE,68137,S 120th,83,32,49,St,Omaha,77,1
NE,68701,W Phillip,87,32,80,Ave,Norfolk,355,1
NE,68776,Futures,70,85,84,Dr,South Sioux City,21,1
NE,68803,W Capital,87,32,67,Ave,Grand Island,177,1
NE,69301,BOX Butte,66,79,88,Ave,Alliance,53,1
NE,69337,Chadron,67,72,65,Ave,Chadron,94,1
OK,73027,N Martin Luther King,78,32,77,Ave,Coyle,276,1
OK,73069,E Himes,69,32,72,St,Norman,242,1
OK,73084,NE 36th,78,69,32,St,Spencer,47,1
OK,73107,General Pershing,71,69,78,Blvd,Oklahoma City,38,1
OK,73107,NW 10th,78,87,32,St,Oklahoma City,13,1
OK,73109,SW 44th,83,87,32,St,Oklahoma City,52,1
OK,73109,SW Grand,83,87,32,Blvd,Oklahoma City,71,1
OK,73114,W Britton,87,32,66,Rd,Oklahoma City,171,1
OK,73120,W Hefner,87,32,72,Rd,Oklahoma City,256,1
OK,73139,Straka,83,84,82,Ter,Oklahoma City,272,1
OK,73139,W I 240 Service,87,32,73,Rd,Oklahoma City,270,1
OK,73501,SE 36th,83,69,32,St,Lawton,76,1
OK,73505,SW 38th,83,87,32,St,Lawton,49,1
OK,73505,W Gore,87,32,71,Blvd,Lawton,241,1
OK,73529,Hillery,72,73,76,Rd,Comanche,97,1
OK,73728,S Oklahoma,83,32,79,Ave,Cherokee,275,1
OK,74048,S Locust,83,32,76,St,Nowata,248,1
OK,74103,N Denver,78,32,68,Ave,Tulsa,176,1
OK,74106,N Lansing,78,32,76,Ave,Tulsa,258,1
OK,74114,S Harvard,83,32,72,Ave,Tulsa,204,1
GA,31313,E General Stewart,69,32,71,Way,Hinesville,228,1
GA,31313,Fairhope,70,65,73,Ln,Hinesville,78,1
GA,31316,N McDonald,78,32,77,St,Ludowici,282,1
GA,31401,Bull,66,85,76,St,Savannah,92,1
GA,31401,Fahm,70,65,72,St,Savannah,63,1
GA,31401,W Bryan,87,32,66,St,Savannah,174,1
GA,31404,Waters,87,65,84,Ave,Savannah,132,1
GA,31501,Mcdonald,77,67,68,St,Waycross,109,1
GA,31501,Quarterman,81,85,65,St,Waycross,41,1
GA,31510,N Pierce,78,32,80,St,Alma,326,1
GA,31520,Bartow,66,65,82,St,Brunswick,220,1
GA,31533,Ocilla,79,67,73,Rd,Douglas,18,1
GA,31636,J Frank Culpepper,74,32,70,Rd,Lake Park,1,1
GA,31637,S Railroad,83,32,82,St,Lenox,298,1
GA,31639,N Bartow,78,32,66,St,Nashville,120,1
GA,31643,N Court,78,32,67,St,Quitman,169,1
GA,31701,Palmyra,80,65,76,Rd,Albany,147,1
GA,31701,S Madison,83,32,77,St,Albany,22,4
GA,31705,Cordell,67,79,82,Ave,Albany,304,1
GA,31705,E Broad,69,32,66,Ave,Albany,12,5
MA,01002,N Pleasant,78,32,80,St,Amherst,333,1
MA,01050,Littleville,76,73,84,Rd,Huntington,151,1
MA,01085,E Mountain,69,32,77,Rd,Westfield,299,1
MA,01085,Free,70,82,69,St,Westfield,62,1
MA,01098,Old North,79,76,68,Rd,Worthington,64,1
MA,01105,Worthington,87,79,82,St,Springfield,43,2
MA,01129,Wilbraham,87,73,76,Rd,Springfield,43,2
MA,01238,Quarry Hill,81,85,65,Rd,Lee,39,1
MA,01364,W River,87,32,82,St,Orange,16,5
MA,01376,Montague City,77,79,78,Rd,Turners Falls,154,1
MA,01440,Connors,67,79,78,St,Gardner,257,1
MA,01570,Poland,80,79,76,St,Webster,60,1
MA,01583,Paul X Tivnan,80,65,85,Dr,West Boylston,272,1
MA,01606,Burncoat,66,85,82,St,Worcester,117,1
MA,01609,N Ashland,78,32,65,St,Worcester,49,2
MA,01757,Cape,67,65,80,Rd,Milford,350,1
MA,01830,How,72,79,87,St,Haverhill,162,1
MA,01841,General,71,69,78,St,Lawrence,33,1
MA,01843,N Parish,78,32,80,Rd,Lawrence,320,1
MA,01844,Griffin Brook,71,82,73,Dr,Methuen,176,1
OR,97266,SE Powell,83,69,32,Blvd,Portland,89,1
OR,97267,SE Roethe,83,69,32,Rd,Milwaukie,90,1
OR,97324,E Alder,69,32,65,St,Alsea,149,1
OR,97330,NW 27th,78,87,32,St,Corvallis,7,2
OR,97330,NW Circle,78,87,32,Blvd,Corvallis,59,1
OR,97333,SE Viewmont,83,69,32,Ave,Corvallis,94,1
OR,97365,NE Eads,78,69,32,St,Newport,65,1
OR,97365,SW Lee,83,87,32,St,Newport,13,2
OR,97365,SW Nye,83,87,32,St,Newport,79,1
OR,97367,NE Devils Lake,78,69,32,Blvd,Lincoln City,64,1
OR,97367,SE Spy Glass Ridge,83,69,32,Dr,Lincoln City,91,1
